Name,School,Image Source
Jason Vaughn,South Florida,https://gousfbulls.com/sports/football/roster/jason-vaughn/13992
Brendan Farrell,South Florida,https://gousfbulls.com/sports/football/roster/brendan-farrell/14103
Lewai Mitchell,South Florida,https://gousfbulls.com/sports/football/roster/lewai-mitchell/13966
Jacquez Williams,South Florida,https://gousfbulls.com/sports/football/roster/jacquez-williams/13997
CJ Ross,South Florida,https://gousfbulls.com/sports/football/roster/cj-ross/13976
Dylan Ridolph,South Florida,https://gousfbulls.com/sports/football/roster/dylan-ridolph/13973
Andrew  Beardall,South Florida,https://gousfbulls.com/sports/football/roster/andrew-beardall/13915
Arthur Brefil,South Florida,https://gousfbulls.com/sports/football/roster/arthur-brefil/14142
Bryce Bernard,South Florida,https://gousfbulls.com/sports/football/roster/bryce-bernard/13916
Erik Malyszko,South Florida,https://gousfbulls.com/sports/football/roster/erik-malyszko/13963
Drew Cornelius,South Florida,https://gousfbulls.com/sports/football/roster/drew-cornelius/13931
De'Juan Sease,South Florida,https://gousfbulls.com/sports/football/roster/de-juan-sease/14104
Amer Amer,South Florida,https://gousfbulls.com/sports/football/roster/amer-amer/13910
Colby Smith,South Florida,https://gousfbulls.com/sports/football/roster/colby-smith/13979
Cole Skinner,South Florida,https://gousfbulls.com/sports/football/roster/cole-skinner/14091
Joshua Blanchard,South Florida,https://gousfbulls.com/sports/football/roster/joshua-blanchard/13920
Reggie Johnson II,South Florida,https://gousfbulls.com/sports/football/roster/reggie-johnson-ii/13953
Gannon Lanning,South Florida,https://gousfbulls.com/sports/football/roster/gannon-lanning/13959
Derek Bowman,South Florida,https://gousfbulls.com/sports/football/roster/derek-bowman/14097
Mike Lofton,South Florida,https://gousfbulls.com/sports/football/roster/mike-lofton/13961
Gabriel Hahn,South Florida,https://gousfbulls.com/sports/football/roster/gabriel-hahn/14141
RJ Perry,South Florida,https://gousfbulls.com/sports/football/roster/rj-perry/14106
Derrell Bailey Jr.,South Florida,https://gousfbulls.com/sports/football/roster/derrell-bailey-jr-/13913
Cole Best,South Florida,https://gousfbulls.com/sports/football/roster/cole-best/13918
Donovan Jennings,South Florida,https://gousfbulls.com/sports/football/roster/donovan-jennings/13952
Deonte Bowie,South Florida,https://gousfbulls.com/sports/football/roster/deonte-bowie/14088
Andrew Kilfoyl,South Florida,https://gousfbulls.com/sports/football/roster/andrew-kilfoyl/13957
Nikola Milovac,South Florida,https://gousfbulls.com/sports/football/roster/nikola-milovac/14090
Zach Perkins,South Florida,https://gousfbulls.com/sports/football/roster/zach-perkins/13969
Jayson Littlejohn,South Florida,https://gousfbulls.com/sports/football/roster/jayson-littlejohn/13960
Cade Roberts,South Florida,https://gousfbulls.com/sports/football/roster/cade-roberts/13974
Christian Helms,South Florida,https://gousfbulls.com/sports/football/roster/christian-helms/14107
Demitrius Carter Jr.,South Florida,https://gousfbulls.com/sports/football/roster/demitrius-carter-jr-/14089
Gunnar Greenwald,South Florida,https://gousfbulls.com/sports/football/roster/gunnar-greenwald/13944
Teigan Martin,South Florida,https://gousfbulls.com/sports/football/roster/teigan-martin/14101
Collin Affleck,South Florida,https://gousfbulls.com/sports/football/roster/collin-affleck/13907
Rashad Cheney Jr.,South Florida,https://gousfbulls.com/sports/football/roster/rashad-cheney-jr-/13929
Rico Watson,South Florida,https://gousfbulls.com/sports/football/roster/rico-watson/14139
Jhalin Hobbs,South Florida,https://gousfbulls.com/sports/football/roster/jhalin-hobbs/13950
Keeon Terrell,South Florida,https://gousfbulls.com/sports/football/roster/keeon-terrell/13986
Chad Elder,South Florida,https://gousfbulls.com/sports/football/roster/chad-elder/13937
Evan Dangler,South Florida,https://gousfbulls.com/sports/football/roster/evan-dangler/13933
Danny Gonzalez,South Florida,https://gousfbulls.com/sports/football/roster/danny-gonzalez/13940
Lloyd Summerall,South Florida,https://gousfbulls.com/sports/football/roster/lloyd-summerall/14092
Alex Golesh,South Florida,https://gousfbulls.com/sports/football/roster/coaches/alex-golesh/4882
Matt Merritt,South Florida,https://gousfbulls.com/sports/football/roster/coaches/matt-merritt/4894
Todd Orlando,South Florida,https://gousfbulls.com/sports/football/roster/coaches/todd-orlando/4883
Joel Gordon,South Florida,https://gousfbulls.com/sports/football/roster/coaches/joel-gordon/4889
Matt Birkett,South Florida,https://gousfbulls.com/sports/football/roster/coaches/matt-birkett/4891
Chad Creamer,South Florida,https://gousfbulls.com/sports/football/roster/coaches/chad-creamer/4893
James Rowe,South Florida,https://gousfbulls.com/sports/football/roster/coaches/james-rowe/4901
Tyler Hudanick,South Florida,https://gousfbulls.com/sports/football/roster/coaches/tyler-hudanick/4885
Kevin Patrick,South Florida,https://gousfbulls.com/sports/football/roster/coaches/kevin-patrick/4884
Clay Patterson,South Florida,https://gousfbulls.com/sports/football/roster/coaches/clay-patterson/4892
L'Damian Washington,South Florida,https://gousfbulls.com/sports/football/roster/coaches/l-damian-washington/4919
George Courides,South Florida,https://gousfbulls.com/sports/football/roster/coaches/george-courides/4890
Andrew Warsaw,South Florida,https://gousfbulls.com/sports/football/roster/staff/andrew-warsaw/392
Albert Boone,South Florida,https://gousfbulls.com/sports/football/roster/staff/albert-boone/356
Jeff Jones,South Florida,https://gousfbulls.com/sports/football/roster/staff/jeff-jones/405
Ciera White,South Florida,https://gousfbulls.com/sports/football/roster/staff/ciera-white/360
John Allen Stone,South Florida,https://gousfbulls.com/sports/football/roster/staff/john-allen-stone/474
Jenna Learn,South Florida,https://gousfbulls.com/sports/football/roster/staff/jenna-learn/390
Ephi Levy,South Florida,https://gousfbulls.com/sports/football/roster/staff/ephi-levy/407
Alex Fagan,South Florida,https://gousfbulls.com/sports/football/roster/staff/alex-fagan/410
Will Bahler,South Florida,https://gousfbulls.com/sports/football/roster/staff/will-bahler/361
Taylor McDaniel,South Florida,https://gousfbulls.com/sports/football/roster/staff/taylor-mcdaniel/408
Ryland Powell,South Florida,https://gousfbulls.com/sports/football/roster/staff/ryland-powell/409
Emma Kelley,South Florida,https://gousfbulls.com/sports/football/roster/staff/emma-kelley/389
Phillip Cane,South Florida,https://gousfbulls.com/sports/football/roster/staff/phillip-cane/359
David Norris,South Florida,https://gousfbulls.com/sports/football/roster/staff/david-norris/420
Frank Failace,South Florida,https://gousfbulls.com/sports/football/roster/staff/frank-failace/421
Matt Garcia,South Florida,https://gousfbulls.com/sports/football/roster/staff/matt-garcia/423
Cody Hopkins,South Florida,https://gousfbulls.com/sports/football/roster/staff/cody-hopkins/422
Thad Mangum,South Florida,https://gousfbulls.com/sports/football/roster/staff/thad-mangum/373
Brett Kean,South Florida,https://gousfbulls.com/sports/football/roster/staff/brett-kean/414
Jack Taylor,South Florida,https://gousfbulls.com/sports/football/roster/staff/jack-taylor/415
Kyre Hawkins,South Florida,https://gousfbulls.com/sports/football/roster/staff/kyre-hawkins/418
Tyson Kee,South Florida,https://gousfbulls.com/sports/football/roster/staff/tyson-kee/417
Tyler Majewski,South Florida,https://gousfbulls.com/sports/football/roster/staff/tyler-majewski/416
Jared Peery,South Florida,https://gousfbulls.com/sports/football/roster/staff/jared-peery/413
Mirko Jurkovic,South Florida,https://gousfbulls.com/sports/football/roster/staff/mirko-jurkovic/425
Eric Kinsey,South Florida,https://gousfbulls.com/sports/football/roster/staff/eric-kinsey/412
Jaylan Thomas,South Florida,https://gousfbulls.com/sports/football/roster/staff/jaylan-thomas/419
Rosemary Piedmont,South Florida,https://gousfbulls.com/sports/football/roster/staff/rosemary-piedmont/375
Ashley Leko,South Florida,https://gousfbulls.com/sports/football/roster/staff/ashley-leko/376
Dario Gonzalez,South Florida,https://gousfbulls.com/sports/football/roster/staff/dario-gonzalez/387
Bryair Alston,South Florida,https://gousfbulls.com/sports/football/roster/staff/bryair-alston/424
Brian Siegrist,South Florida,https://gousfbulls.com/sports/football/roster/staff/brian-siegrist/378
Dave Albrecht,South Florida,https://gousfbulls.com/sports/football/roster/staff/dave-albrecht/388
Jeremy Lees,South Florida,https://gousfbulls.com/sports/football/roster/staff/jeremy-lees/379
Eric Wright,South Florida,https://gousfbulls.com/sports/football/roster/staff/eric-wright/380
Brendan Armitage,South Florida,https://gousfbulls.com/sports/football/roster/staff/brendan-armitage/381
Tyler  Rutledge,South Florida,https://gousfbulls.com/sports/football/roster/staff/tyler-rutledge/382
Hannah Delph,South Florida,https://gousfbulls.com/sports/football/roster/staff/hannah-delph/383
Carlton Rice,South Florida,https://gousfbulls.com/sports/football/roster/staff/carlton-rice/384
Jim Fee,South Florida,https://gousfbulls.com/sports/football/roster/staff/jim-fee/385
Holden Reinman,South Florida,https://gousfbulls.com/sports/football/roster/staff/holden-reinman/386
Jordan Magee,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Magee_Jordan_HS_TEM_22.jpg&width=100&height=100&gravity=north
Jalen McMurray,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_McMurray_Jalen_HS_TEM_22.jpg&width=100&height=100&gravity=north
Dante Wright,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Wright_Dante_HS_Cropped.jpg&width=100&height=100&gravity=north
Jacob Hollins,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Hollins_Jacob_HS_TEM_22.jpg&width=100&height=100&gravity=north
D'Wan Mathis,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Mathis_D_Wan_HS_TEM_22.jpg&width=100&height=100&gravity=north
Layton Jordan ,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Jordan_Layton_HS_TEM_22.jpg&width=100&height=100&gravity=north
EJ Warner,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Warner_EJ_HS_TEM_22.jpg&width=100&height=100&gravity=north
Tyler Douglas,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Douglas_Tyler_HS_Cropped.jpg&width=100&height=100&gravity=north
Amad Anderson,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/8/web_Anderson_Amad_HS_TEM_22.jpg&width=100&height=100&gravity=north
Quincy Patterson,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Patterson_Quincy_HS_TEM_22.jpg&width=100&height=100&gravity=north
Jerquavion Mahone,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Mahone_Jerquavion_HS_TEM_22.jpg&width=100&height=100&gravity=north
Ian Stewart,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Stewart_Ian_HS_TEM_22.jpg&width=100&height=100&gravity=north
"Francis, Tywan",Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/12/19/web_TYWAN_FRANCIS_33Bg2.jpg&width=100&height=100&gravity=north
Elijah Clark,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Clark_Elijah_HS_TEM_22.jpg&width=100&height=100&gravity=north
Dominick Hill,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Hill_Dominick_HS_TEM_22.jpg&width=100&height=100&gravity=north
E.J. Wilson,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Wilson_EJ_HS_Cropped.jpg&width=100&height=100&gravity=north
Qwentin Rose,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Rose_Qwentin_HS_TEM_22.jpg&width=100&height=100&gravity=north
Wesley Fry,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/11/7/Fry_Wesley_TEM_HS_22_bb2LL.jpg&width=100&height=100&gravity=north
Edward Saydee,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Saydee_Edward_HS_TEM_22.jpg&width=100&height=100&gravity=north
Ben Osueke,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Osueke_Ben_HS_Cropped.jpg&width=100&height=100&gravity=north
Alex Odom,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Odom_Alex_HS_TEM_22.jpg&width=100&height=100&gravity=north
Brenyen Scott,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Scott_Brenyen_HS_TEM_22.jpg&width=100&height=100&gravity=north
Elijah Deravil,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Deravil_Elijah_HS_TEM_22.jpg&width=100&height=100&gravity=north
Darvon Hubbard,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Hubbard_Darvon_HS_TEM_22.jpg&width=100&height=100&gravity=north
Calian Scott,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Scott_Calian_HS_TEM_22.jpg&width=100&height=100&gravity=north
Kamar Wilcoxson,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Wilcoxson_Kamar_HS_Cropped.jpg&width=100&height=100&gravity=north
Tra Thomas,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Thomas_Tra_HS_TEM_22.jpg&width=100&height=100&gravity=north
Yvandy Rigby,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Rigby_Yvandy_HS_TEM_22.jpg&width=100&height=100&gravity=north
Corey Cuascut Palmer,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Cuascut_Palmer_Corey_HS_TEM_22.jpg&width=100&height=100&gravity=north
Ikenna Akosa,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/11/7/Akosa_Ikenna_TEM_HS_22_63dgy.jpg&width=100&height=100&gravity=north
Chris Van Eekeren,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Van_Eekeren_Chris_HS_Cropped.jpg&width=100&height=100&gravity=north
Diwun Black,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Black_Diwun_HS_Cropped.jpg&width=100&height=100&gravity=north
Elias Collins,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/9/1/web_Collins_Elias_HS_TEM_22.jpg&width=100&height=100&gravity=north
Camden Price ,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/9/1/web_Price_Camden_HS_TEM_22.jpg&width=100&height=100&gravity=north
Jordan Diaz,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/9/1/web_Diaz_Jordan_HS_TEM_22.jpg&width=100&height=100&gravity=north
Andrew Mcllquham,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_McIlquham_HS_TEM_22.jpg&width=100&height=100&gravity=north
Gage Panno,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Panno_Gage_HS_TEM_22.jpg&width=100&height=100&gravity=north
Kyle Williams,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Williams_Kyle_HS_Cropped.jpg&width=100&height=100&gravity=north
Barnett Head shot,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Barnett_Kaleb_HS_Cropped.jpg&width=100&height=100&gravity=north
Corey Yeoman,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/2/9/web_Yeoman_Corey_HS_2022.jpg&width=100&height=100&gravity=north
DJ Woodbury,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Woodbury_DJ_HS_TEM_22.jpg&width=100&height=100&gravity=north
Muheem McCargo,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_McCargo_Muheem_HS_TEM_22.jpg&width=100&height=100&gravity=north
Liam Besecker,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/8/web_Besecker_Liam_HS_TEM_22.jpg&width=100&height=100&gravity=north
Daiyaan Hawkins,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Hawkins_Daiyaan_HS_TEM_22.jpg&width=100&height=100&gravity=north
John Adams,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/8/web_Adams_John_HS_TEM_22.jpg&width=100&height=100&gravity=north
Joseph Appiah Darkwa,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Appiah_Darkwa_Joseph_HS_TEM_22.jpg&width=100&height=100&gravity=north
Preston Everhart,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Everhart_Preston_HS_Cropped.jpg&width=100&height=100&gravity=north
Shekuna Kamara,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Kamara_Shekuna_HS_TEM_22.jpg&width=100&height=100&gravity=north
Johnny Pergine,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Pergine_Johnny_HS_TEM_22.jpg&width=100&height=100&gravity=north
Bryce Lambeth,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Lambeth_Bryce_HS_TEM_22.jpg&width=100&height=100&gravity=north
Sam Martin,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Martin_Sam_HS_TEM_22.jpg&width=100&height=100&gravity=north
Brylan Noonan,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Noonan_Brylan_HS_Cropped.jpg&width=100&height=100&gravity=north
John Fagley,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Fagley_John_HS_TEM_22.jpg&width=100&height=100&gravity=north
Hugo Gil,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Gil_Hugo_HS_Cropped.jpg&width=100&height=100&gravity=north
Antwone Santiago,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Santiago_Antwone_HS_TEM_22.jpg&width=100&height=100&gravity=north
Zymir Cobbs,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Cobbs_Zymir_HS_TEM_22.jpg&width=100&height=100&gravity=north
Jackson Pruitt,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Pruitt_Jackson_HS_TEM_22.jpg&width=100&height=100&gravity=north
Jacob Porter,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Porter_Jacob_HS_TEM_22.jpg&width=100&height=100&gravity=north
Chevez Trask,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Trask_Chevez_HS_TEM_22.jpg&width=100&height=100&gravity=north
Jimto Obidegwu,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web__Obidegwu_Jimto_HS_TEM_22.jpg&width=100&height=100&gravity=north
London Hall,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Hall_London_HS_TEM_22.jpg&width=100&height=100&gravity=north
Lancine Turay,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Turay_Lancine_HS_TEM_22.jpg&width=100&height=100&gravity=north
Ryan Williams,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Williams_Ryan_HS_TEM_22.jpg&width=100&height=100&gravity=north
James Faminu,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/7/29/web_Faminu_James_HS_TEM_22.jpg&width=100&height=100&gravity=north
Kevin Smithwick,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/9/1/web_Smithwick_Kevin_HS_TEM_22_1_.jpg&width=100&height=100&gravity=north
Melvin Siani,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Siani_Melvin_HS_Cropped.jpg&width=100&height=100&gravity=north
Jermaine Donaldson,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Donaldson_Jermaine_HS_TEM_22.jpg&width=100&height=100&gravity=north
Bryce Thoman,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Thoman_Bryce_HS_TEM_22.jpg&width=100&height=100&gravity=north
Sam Davis,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Davis_Sam_HS_TEM_22.jpg&width=100&height=100&gravity=north
Richard Rodriguez,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Rodriguez_Richard_HS_TEM_22.jpg&width=100&height=100&gravity=north
Diego Barajas,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/24/Barajas_Diego_HS_Cropped.jpg&width=100&height=100&gravity=north
Victor Stoffel,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Stoffel_Victor_HS_TEM_22.jpg&width=100&height=100&gravity=north
Wisdom Quarshie,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Quarshie_Wisdom_HS_TEM_22.jpg&width=100&height=100&gravity=north
Zae Baines,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/8/web_Baines_Zae_HS_TEM_22.jpg&width=100&height=100&gravity=north
Landon Morris,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2023/1/31/Morris_Landon_Visit.jpg&width=100&height=100&gravity=north
David Martin-Robinson,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Martin_Robinson_David_HS_TEM_22.jpg&width=100&height=100&gravity=north
Kwesi Evans,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Evans_Kwesi_HS_TEM_22.jpg&width=100&height=100&gravity=north
Jordan Smith,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/14/web_Smith_Jordan_HS_TEM_22.jpg&width=100&height=100&gravity=north
James Della Pesca,Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/8/12/web_Della_Pesca_James_HS_TEM_22.jpg&width=100&height=100&gravity=north
"Clarke, Peter",Temple,https://images.sidearmdev.com/crop?url=https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/owlsports.com/images/2022/12/19/web_PETER_CLARKE_D1JFx.jpg&width=100&height=100&gravity=north
